recipient_id,recipient_name,category,subcategory,restaurant_name,location,award_status,year,book_title,publisher,publication,show,company,project
47125,Laurie Burrows Grad,Book,Entertaining & Special Occasions,,,Nominee,1999,Entertaining Light and Easy,Simon & Schuster,,,,
50309,Sally Sampson,Book,Entertaining & Special Occasions,,,Nominee,1999,The $50 Dinner Party,Fireside/Simon & Schuster,,,,
42707,Nathalie Dupree,Book,Entertaining & Special Occasions,,,Winner,1999,Nathalie Dupree's Comfortable Entertaining,"Penguin Putnam, Inc.",,,,
45377,Rozanne Gold,Book,General,,,Nominee,1999,Recipes 1-2-3 Menu Cookbook,"Little, Brown and Company",,,,
45010,Miles C. James,Book,General,,,Nominee,1999,Cuisine of the Creative,Miami Dog Press,,,,
47139,James Lambeth,Book,General,,,Nominee,1999,Cuisine of the Creative,Miami Dog Press,,,,
43198,Mark Bittman,Book,General,,,Winner,1999,How to Cook Everything,Macmillan,,,,
47150,Bill Wavrin,Book,Healthy Focus,,,Nominee,1999,The Rancho La Puerta Cookbook,Broadway Books,,,,
47149,Judith Benn Hurley,Book,Healthy Focus,,,Nominee,1999,Healing Secrets of the Seasons,William Morrow and Co.,,,,
42537,Steven Raichlen,Book,Healthy Focus,,,Winner,1999,"Steven Raichlen's Healthy Latin Cooking: 200 Sizzling Recipes from Mexico, Cuba, Caribbean, Brazil and Beyond",Rodale Press,,,,
47165,Arthur Schwartz,Book,International,,,Nominee,1999,Naples at Table: Cooking in Campania,HarperCollins Publishers,,,,
45378,Diana Kennedy,Book,International,,,Nominee,1999,My Mexico,Clarkson Potter,,,,
43499,Paula Wolfert,Book,International,,,Winner,1999,Mediterranean Grains and Greens,HarperCollins,,,,
45379,Andrew Dornenburg,Book,Reference and Writings on Food,,,Nominee,1999,"Dining Out: Secrets from Americas Leading Critics, Chefs, and Restaurateurs",John Wiley & Sons,,,,
45380,Ruth Reichl,Book,Reference and Writings on Food,,,Nominee,1999,Tender at the Bone: Growing Up at the Table,Random House,,,,
45461,Karen Page,Book,Reference and Writings on Food,,,Nominee,1999,"Dining Out: Secrets from Americas Leading Critics, Chefs, and Restaurateurs",John Wiley & Sons,,,,
46250,Faith D'Aluisio,Book,Reference and Writings on Food,,,Winner,1999,Man Eating Bugs: The Art and Science of Eating Insects,Ten Speed Press,,,,
45081,Peter Menzel,Book,Reference and Writings on Food,,,Winner,1999,Man Eating Bugs: The Art and Science of Eating Insects,Ten Speed Press,,,,
42538,Steven Raichlen,Book,Single Subject,,,Nominee,1999,The Barbecue Bible,Workman Publishing,,,,
46262,Denis Kelly,Book,Single Subject,,,Nominee,1999,The Complete Meat Cookbook,Houghton Mifflin Company,,,,
47200,Bruce Aidells,Book,Single Subject,,,Nominee,1999,The Complete Meat Cookbook,Houghton Mifflin Company,,,,
42993,Janie Hibler,Book,Single Subject,,,Winner,1999,Wild About Game,Broadway Books,,,,
42613,Joanne Weir,Book,Vegetables and Vegetarian,,,Nominee,1999,You Say Tomato,Broadway Books,,,,
47201,Andrea Chesman,Book,Vegetables and Vegetarian,,,Nominee,1999,The Vegetarian Grill: 200 Recipes for Inspired Flame-Kissed Meals,The Harvard Common Press,,,,
43404,James Peterson,Book,Vegetables and Vegetarian,,,Winner,1999,Vegetables,William Morrow and Co.,,,,
47202,Oz Clarke,Book,Wine & Spirits,,,Nominee,1999,Clarke and Spurriers Fine Wine Guide: A Connoisseurs Bible,Harcourt Brace & Company,,,,
47203,Steven Spurrier,Book,Wine & Spirits,,,Nominee,1999,Clarke and Spurriers Fine Wine Guide: A Connoisseurs Bible,Harcourt Brace & Company,,,,
47204,Paul Harrington,Book,Wine & Spirits,,,Nominee,1999,Cocktail,Viking,,,,
47205,Laura Moorhead,Book,Wine & Spirits,,,Nominee,1999,Cocktail,Viking,,,,
44433,Dewey Markham,Book,Wine & Spirits,,,Winner,1999,1855: A History of the Bordeaux Classification,John Wiley & Sons,,,,
45489,Rose Levy Beranbaum,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Nominee,1999,,,,Rose's Melting Pot,"NJN, Trenton, NJ",
47343,Joey Altman,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Nominee,1999,,,,Bay Cafe,"Bay TV, San Francisco",
47337,Janette Gitler,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Nominee,1999,,,,Bay Cafe,"Bay TV, San Francisco",
44401,Danielle Daly,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Nominee,1999,,,,Bay Cafe,"Bay TV, San Francisco",
47338,Janice Selinger,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Nominee,1999,,,,Rose's Melting Pot,"NJN, Trenton, NJ",
47339,Lynn Kosek Brown,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Nominee,1999,,,,Rose's Melting Pot,"NJN, Trenton, NJ",
47341,Steve Dolinsky,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Winner,1999,,,,Good Eating,"CLTV, Oak Brook, IL",
45031,Nelson Howard,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Winner,1999,,,,Good Eating,"CLTV, Oak Brook, IL",
47342,Stephanie Kurtz,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Winner,1999,,,,Good Eating,"CLTV, Oak Brook, IL",
52854,Good Eating,Broadcast Media,Best Local T.V. Cooking Show or Segment,,,Winner,1999,,,,Good Eating,"CLTV, Oak Brook, IL",
45490,Carolyn ONeil,Broadcast Media,Best National T.V. Food Journalism,,,Nominee,1999,,,,On the Menu: Taste of Los Angeles,CNN,
46088,Emeril Lagasse,Broadcast Media,Best National T.V. Food Journalism,,,Nominee,1999,,,,The Making of Emeril Live,Food Network,
43746,Karen Katz,Broadcast Media,Best National T.V. Food Journalism,,,Nominee,1999,,,,The Making of Emeril Live,Food Network,
47340,Crissy Poorman,Broadcast Media,Best National T.V. Food Journalism,,,Nominee,1999,,,,On the Menu: Taste of Los Angeles,CNN,
43192,Molly O'Neill,Broadcast Media,Best National T.V. Food Journalism,,,Winner,1999,,,,Great Food,KCTS-PBS,
45520,John McEwen,Broadcast Media,Best National T.V. Food Journalism,,,Winner,1999,,,,Great Food,KCTS-PBS,
45544,Christine Rylko,Broadcast Media,Best National T.V. Food Journalism,,,Winner,1999,,,,Great Food,KCTS-PBS,
52853,Great Food,Broadcast Media,Best National T.V. Food Journalism,,,Winner,1999,,,,Great Food,KCTS-PBS,
44537,Georgia Downard,Broadcast Media,Best National Television Cooking Show,,,Nominee,1999,,,,Cooking Live,Food Network,
45491,Sara Moulton,Broadcast Media,Best National Television Cooking Show,,,Nominee,1999,,,,Cooking Live,Food Network,
46306,Charlie Trotter,Broadcast Media,Best National Television Cooking Show,,,Nominee,1999,,,,The Kitchen Sessions with Charlie Trotter,"WTTW-PBS, Honolulu",
47344,Melanie Kosaka,Broadcast Media,Best National Television Cooking Show,,,Nominee,1999,,,,The Kitchen Sessions with Charlie Trotter,"WTTW-PBS, Honolulu",
47345,Robert Bates,Broadcast Media,Best National Television Cooking Show,,,Nominee,1999,,,,The Kitchen Sessions with Charlie Trotter,"WTTW-PBS, Honolulu",
46065,Jacques Pépin,Broadcast Media,Best National Television Cooking Show,,,Winner,1999,,,,Jacques Pepin's Kitchen: Encore with Claudine,KQED-PBS,
45089,Peter Stein,Broadcast Media,Best National Television Cooking Show,,,Winner,1999,,,,Jacques Pepin's Kitchen: Encore with Claudine,KQED-PBS,
46077,Peggy Lee Scott,Broadcast Media,Best National Television Cooking Show,,,Winner,1999,,,,Jacques Pepin's Kitchen: Encore with Claudine,KQED-PBS,
52852,Jacques Pepin's Kitchen: Encore with Claudine,Broadcast Media,Best National Television Cooking Show,,,Winner,1999,,,,Jacques Pepin's Kitchen: Encore with Claudine,KQED-PBS,
47273,Steve Dolinsky,Broadcast Media,Best Radio Segment,,,Nominee,1999,,,,Eight Forty-Eight,"WEBZ, Chicago",
47266,Justin Kaufmann,Broadcast Media,Best Radio Segment,,,Nominee,1999,,,,Eight Forty-Eight,"WEBZ, Chicago",
44217,Arlyn Hackett,Broadcast Media,Best Radio Segment,,,Nominee,1999,,,,"Show:""Food Bites""","X-BACH, San Rafael",
47272,Jim Jacob,Broadcast Media,Best Radio Segment,,,Nominee,1999,,,,"Show:""Food Bites""","X-BACH, San Rafael",
52728,"Weekend Edition, Sunday",Broadcast Media,Best Radio Segment,,,Winner,1999,,,,"Weekend Edition, Sunday","NPR, Washington, DC",
50317,Liane Hansen,Broadcast Media,Best Radio Segment,,,Winner,1999,,,,"Weekend Edition, Sunday",NPR,
50318,Robert Malesky,Broadcast Media,Best Radio Segment,,,Winner,1999,,,,"Weekend Edition, Sunday",NPR,
50319,Carline Windall,Broadcast Media,Best Radio Segment,,,Winner,1999,,,,"Weekend Edition, Sunday",NPR,
47268,Michael Hayes,Broadcast Media,Best Radio Show,,,Nominee,1999,,,,Arthur Schwartz with Food Talk,"WOR, New York",
47269,Arthur Schwartz,Broadcast Media,Best Radio Show,,,Nominee,1999,,,,Arthur Schwartz with Food Talk,"WOR, New York",
43266,Jim C. White,Broadcast Media,Best Radio Show,,,Nominee,1999,,,,The KRLD Restaurant Show with Jim White,"KRLD, Dallas",
45293,Vicki Briley-White,Broadcast Media,Best Radio Show,,,Nominee,1999,,,,The KRLD Restaurant Show with Jim White,"KRLD, Dallas",
50320,Darryl Benson,Broadcast Media,Best Radio Show,,,Nominee,1999,,,,The KRLD Restaurant Show with Jim White,KRLD,
47267,Peter Elliot,Broadcast Media,Best Radio Show,,,Winner,1999,,,,Bloomberg Executive Dining Guide,"WBBR, New York",
47270,Carmen Matias,Broadcast Media,Best Radio Show,,,Winner,1999,,,,Bloomberg Executive Dining Guide,"WBBR, New York",
47271,Lori Hoffman,Broadcast Media,Best Radio Show,,,Winner,1999,,,,Bloomberg Executive Dining Guide,"WBBR, New York",
52855,Bloomberg Executive Dining Guide,Broadcast Media,Best Radio Show,,,Winner,1999,,,,Bloomberg Executive Dining Guide,"WBBR, New York",
51249,Emma Beals,Journalism,Food Reporting|Food Reporting,,,Nominee,1999,,,Munchies|Munchies,,,
30019,Colman Andrews,Journalism,M.F.K. Fisher Distinguished Writing Award,,,Nominee,1999,,,Saveur,,,
50344,Thomas McNamee,Journalism,M.F.K. Fisher Distinguished Writing Award,,,Nominee,1999,,,Saveur,,,
26496,Corby Kummer,Journalism,M.F.K. Fisher Distinguished Writing Award,,,Winner,1999,,,The New York Times Magazine,,,
50324,Connie McCabe,Journalism,Magazine Feature Writing with Recipes,,,Nominee,1999,,,Saveur,,,
50323,Leah R Eskin,Journalism,Magazine Feature Writing with Recipes,,,Nominee,1999,,,Saveur,,,
42756,Colman Andrews,Journalism,Magazine Feature Writing with Recipes,,,Winner,1999,,,Saveur,,,
46384,Kathleen Brennan,Journalism,Magazine Feature Writing without Recipes,,,Nominee,1999,,,Gourmet,,,
50327,Roy Blount Jr.,Journalism,Magazine Feature Writing without Recipes,,,Nominee,1999,,,US Airways Attache,,,
43975,Michael Ruhlman,Journalism,Magazine Feature Writing without Recipes,,,Winner,1999,,,Food Arts,,,
45603,Dennis Ray Wheaton,Journalism,Magazine Restaurant Review or Critique,,,Nominee,1999,,,Chicago Magazine,,,
45604,Corby Kummer,Journalism,Magazine Restaurant Review or Critique,,,Nominee,1999,,,Departures,,,
45657,Anne Spiselman,Journalism,Magazine Restaurant Review or Critique,,,Nominee,1999,,,Chicago Magazine,,,
50333,Jeanne Rattenbury,Journalism,Magazine Restaurant Review or Critique,,,Nominee,1999,,,Chicago Magazine,,,
50334,Jill Rohde,Journalism,Magazine Restaurant Review or Critique,,,Nominee,1999,,,Chicago Magazine,,,
44223,Arthur Lubow,Journalism,Magazine Restaurant Review or Critique,,,Winner,1999,,,Departures,,,
29487,Elizabeth Schneider,Journalism,Magazine Series,,,Nominee,1999,,,Food Arts,,,
50338,Karen MacNeil,Journalism,Magazine Series,,,Nominee,1999,,,Coastal Living,,,
50337,Molly Culbertson,Journalism,Magazine Series,,,Nominee,1999,,,Coastal Living,,,
42357,Michael Stern,Journalism,Magazine Series,,,Winner,1999,,,Gourmet,,,
43477,Jane Stern,Journalism,Magazine Series,,,Winner,1999,,,Gourmet,,,
45605,Corby Kummer,Journalism,"Magazine Writing on Diet, Nutrition & Health",,,Nominee,1999,,,The Atlantic Monthly,,,
50321,Heather Millar,Journalism,"Magazine Writing on Diet, Nutrition & Health",,,Nominee,1999,,,Southwest Airlines Spirit,,,
42609,Jeffrey Steingarten,Journalism,"Magazine Writing on Diet, Nutrition & Health",,,Winner,1999,,,Vogue,,,
46122,Colman Andrews,Journalism,"Magazine Writing on Spirits, Wine & Beer",,,Nominee,1999,,,Saveur,,,
45606,Alan Richman,Journalism,"Magazine Writing on Spirits, Wine & Beer",,,Nominee,1999,,,GQ,,,
45309,William A. Marsano,Journalism,"Magazine Writing on Spirits, Wine & Beer",,,Winner,1999,,,Hemispheres,,,
45607,Miriam Morgan,Journalism,News Reporting,,,Nominee,1999,,,San Francisco Chronicle,,,
50330,Cheri Swoboda,Journalism,News Reporting,,,Nominee,1999,,,The Oregonian,,,
50332,Teresa Moore,Journalism,News Reporting,,,Nominee,1999,,,San Francisco Chronicle,,,
50331,KATHERINE MS. MILLER,Journalism,News Reporting,,,Nominee,1999,,,The Oregonian,,,
44199,Andy Badeker,Journalism,News Reporting,,,Winner,1999,,,Chicago Tribune,,,
50325,Patricia Talorico,Journalism,Newspaper Feature Writing with Recipes,,,Nominee,1999,,,"The News Journal, Wilmington, DE",,,
50326,Amanda Hesser,Journalism,Newspaper Feature Writing with Recipes,,,Nominee,1999,,,The New York Times,,,
44912,Marian Burros,Journalism,Newspaper Feature Writing with Recipes,,,Winner,1999,,,The New York Times,,,
50329,Ellen Sweets,Journalism,Newspaper Feature Writing without Recipes,,,Nominee,1999,,,The Dallas Morning News,,,
50328,Martin Tiersky,Journalism,Newspaper Feature Writing without Recipes,,,Nominee,1999,,,"Buon Gusto, St. Paul, MN",,,
44410,David Karp,Journalism,Newspaper Feature Writing without Recipes,,,Winner,1999,,,Los Angeles Times,,,
50335,Mat Schaffer,Journalism,Newspaper Restaurant Review or Critique,,,Nominee,1999,,,Boston Herald,,,
50336,Meredith Brody,Journalism,Newspaper Restaurant Review or Critique,,,Nominee,1999,,,New Times Los Angeles,,,
42762,Jonathan Gold,Journalism,Newspaper Restaurant Review or Critique,,,Winner,1999,,,L.A. Weekly,,,
50341,Pascale Le Draoulec,Journalism,Newspaper Series,,,Nominee,1999,,,Gannett Newspapers,,,
50342,Amanda Hesser,Journalism,Newspaper Series,,,Nominee,1999,,,The New York Times,,,
44825,Kristin Eddy,Journalism,Newspaper Series,,,Winner,1999,,,Chicago Tribune,,,
50339,Andy Badeker,Journalism,Newspaper Series,,,Winner,1999,,,Chicago Tribune,,,
50340,Andrew Solomon,Journalism,Newspaper Series,,,Winner,1999,,,Chicago Tribune,,,
46459,Barbara Hansen,Journalism,"Newspaper Writing on Diet, Nutrition & Health",,,Nominee,1999,,,Los Angeles Times,,,
50322,Greg Critser,Journalism,"Newspaper Writing on Diet, Nutrition & Health",,,Nominee,1999,,,L.A. Weekly,,,
44961,Merle Alexander,Journalism,"Newspaper Writing on Diet, Nutrition & Health",,,Winner,1999,,,The Oregonian,,,
44332,Cheri Swoboda,Journalism,"Newspaper Writing on Diet, Nutrition & Health",,,Winner,1999,,,The Oregonian,,,
50343,William Grimes,Journalism,"Newspaper Writing on Spirits, Wine & Beer",,,Nominee,1999,,,The New York Times,,,
45608,Charles Perry,Journalism,"Newspaper Writing on Spirits, Wine & Beer",,,Nominee,1999,,,Los Angeles Times,,,
44645,Janet Fletcher,Journalism,"Newspaper Writing on Spirits, Wine & Beer",,,Winner,1999,,,San Francisco Chronicle,,,
52379,CafÃ© Pasqual's,Restaurant & Chef,America's Classics,,"Santa Fe, New Mexico",Winner,1999,,,,,,
52452,Frank Pepe Pizzeria Napoletana,Restaurant & Chef,America's Classics,,"New Haven, Connecticut",Winner,1999,,,,,,
52524,Mosca's,Restaurant & Chef,America's Classics,,"Avondale, Louisiana",Winner,1999,,,,,,
52682,The Oyster Bar at Grand Central Terminal,Restaurant & Chef,America's Classics,,"New York, New York",Winner,1999,,,,,,
52558,Philippe the Original,Restaurant & Chef,America's Classics,,"Los Angeles, California",Winner,1999,,,,,,
52540,Original Pancake House,Restaurant & Chef,America's Classics,,"Portland, Oregon",Winner,1999,,,,,,
52636,The Berghoff,Restaurant & Chef,America's Classics,,"Chicago, Illinois",Winner,1999,,,,,,
45746,Tom Colicchio,Restaurant & Chef,Best Chefs,Gramercy Tavern,"New York, New York",Nominee,1999,,,,,,
46804,Greg Higgins,Restaurant & Chef,Best Chefs,Higgins,"Portland, Oregon",Nominee,1999,,,,,,
45755,Nancy Oakes,Restaurant & Chef,Best Chefs,Boulevard,"San Francisco, California",Nominee,1999,,,,,,
42526,Judy Rodgers,Restaurant & Chef,Best Chefs,Zuni Cafe,"San Francisco, California",Nominee,1999,,,,,,
46960,Traci Des Jardins,Restaurant & Chef,Best Chefs,Jardiniere,"San Francisco, California",Nominee,1999,,,,,,
46908,Odessa Piper,Restaurant & Chef,Best Chefs,L'Etoile,"Madison, Wisconsin",Nominee,1999,,,,,,
47986,Ris Lacoste,Restaurant & Chef,Best Chefs,1789 Restaurant,"Washington, District of Columbia",Nominee,1999,,,,,,
42851,Cindy Pawlcyn,Restaurant & Chef,Best Chefs,Mustards Grill,"Napa, California",Nominee,1999,,,,,,
46839,Ken Oringer,Restaurant & Chef,Best Chefs,Clio (At the Eliot Suites Hotel),"Boston, Massachusetts",Nominee,1999,,,,,,
45756,Charles Dale,Restaurant & Chef,Best Chefs,Renaissance and R Bistro,"Aspen, Colorado",Nominee,1999,,,,,,
46870,Douglas Rodriguez,Restaurant & Chef,Best Chefs,Patria,"New York, New York",Nominee,1999,,,,,,
46841,Jean-Louis Gerin,Restaurant & Chef,Best Chefs,Restaurant Jean-Louis,"Greenwich, Connecticut",Nominee,1999,,,,,,
46740,Robert McGrath,Restaurant & Chef,Best Chefs,Roaring Fork Restaurant,"Scottsdale, Arizona",Nominee,1999,,,,,,
43223,Anne Kearney,Restaurant & Chef,Best Chefs,Peristyle,"New Orleans, Louisiana",Nominee,1999,,,,,,
46897,Arun Sampanthavivat,Restaurant & Chef,Best Chefs,Arun,"Chicago, Illinois",Nominee,1999,,,,,,
46772,Louis Osteen,Restaurant & Chef,Best Chefs,Louis's,"Charleston, South Carolina",Nominee,1999,,,,,,
46871,Rocco DiSpirito,Restaurant & Chef,Best Chefs,Union Pacific,"New York, New York",Nominee,1999,,,,,,
46909,Harlan Peterson,Restaurant & Chef,Best Chefs,Tapawingo,"Ellsworth, Michigan",Nominee,1999,,,,,,
46934,Craig Shelton,Restaurant & Chef,Best Chefs,The Ryland Inn,"Whitehouse, New Jersey",Nominee,1999,,,,,,
46805,Sam Choy,Restaurant & Chef,Best Chefs,Sam Choy's,"Honolulu, Hawaii",Nominee,1999,,,,,,
46935,Jean Marie Lacroix,Restaurant & Chef,Best Chefs,Fountain Restaurant (At the Four Seasons Hotel),"Philadelphia, Pennsylvania",Nominee,1999,,,,,,
46806,Philippe Boulot,Restaurant & Chef,Best Chefs,The Heathman Hotel,"Portland, Oregon",Nominee,1999,,,,,,
46896,Takashi Yagihashi,Restaurant & Chef,Best Chefs,Tribute,"Farmington Hills, Michigan",Nominee,1999,,,,,,
46803,Jean Marie Josselin,Restaurant & Chef,Best Chefs,A Pacific Cafe,"Kapaa Kauai, Hawaii",Nominee,1999,,,,,,
47987,Francesco Martorella,Restaurant & Chef,Best Chefs,Brasserie Perrier,"Philadelphia, Pennsylvania",Nominee,1999,,,,,,
46840,Frank McClelland,Restaurant & Chef,Best Chefs,L'Espalier,"Boston, Massachusetts",Nominee,1999,,,,,,
47988,Stan Frankenthaler,Restaurant & Chef,Best Chefs,Salamander,"Cambridge, Massachusetts",Nominee,1999,,,,,,
45747,Michael Romano,Restaurant & Chef,Best Chefs,Union Square Cafe,"New York, New York",Nominee,1999,,,,,,
47989,Katharine Kagel,Restaurant & Chef,Best Chefs,Cafe Pasqual's,"Santa Fe, New Mexico",Nominee,1999,,,,,,
47990,Janos Wilder,Restaurant & Chef,Best Chefs,Janos,"Tucson, Arizona",Nominee,1999,,,,,,
26316,Ben Barker,Restaurant & Chef,Best Chefs,Magnolia Grill,"Durham, North Carolina",Nominee,1999,,,,,,
46771,Frank Stitt,Restaurant & Chef,Best Chefs,Highlands Bar & Grill,"Birmingham, Alabama",Nominee,1999,,,,,,
46773,Ben Barker,Restaurant & Chef,Best Chefs,Magnolia Grill,"Durham, North Carolina",Nominee,1999,,,,,,
42391,Michael Smith,Restaurant & Chef,Best Chefs,The American Restaurant,"Kansas City, Missouri",Winner,1999,,,,,,
42560,Lidia Bastianich,Restaurant & Chef,Best Chefs,Felidia,"New York, New York",Winner,1999,,,,,,
45748,Melissa Kelly,Restaurant & Chef,Best Chefs,Old Chatham (at Shepherding Co. Inn),"Old Chatham, New York",Winner,1999,,,,,,
43229,Christine Keff,Restaurant & Chef,Best Chefs,Flying Fish,"Seattle, Washington",Winner,1999,,,,,,
43400,Jeffrey A. Buben,Restaurant & Chef,Best Chefs,Vidalia,"Washington, District of Columbia",Winner,1999,,,,,,
45167,Roxsand Scocos,Restaurant & Chef,Best Chefs,RoxSand,"Phoenix, Arizona",Winner,1999,,,,,,
45754,Paul Bertolli,Restaurant & Chef,Best Chefs,Oliveto,"Oakland, California",Winner,1999,,,,,,
44642,Jamie Shannon,Restaurant & Chef,Best Chefs,Commander's Palace,"New Orleans, Louisiana",Winner,1999,,,,,,
44131,Debra L Gold,Restaurant & Chef,Best Chefs,The American Restaurant,"Kansas City, Missouri",Winner,1999,,,,,,
45749,Eleven Madison Park,Restaurant & Chef,Best New Restaurant,,"New York, New York",Nominee,1999,,,,,,
47016,Bistro Jeanty,Restaurant & Chef,Best New Restaurant,,"Yountville, California",Nominee,1999,,,,,,
47015,Blue Ginger,Restaurant & Chef,Best New Restaurant,,"Wellesley, Massachusetts",Nominee,1999,,,,,,
47982,Picasso,Restaurant & Chef,Best New Restaurant,,"Las Vegas, Nevada",Nominee,1999,,,,,,
45235,Picasso,Restaurant & Chef,Best New Restaurant,,"Las Vegas, Nevada",Nominee,1999,,,,,,
53048,Blue Ginger,Restaurant & Chef,Best New Restaurant,,"Wellesley, Massachusetts",Nominee,1999,,,,,,
53045,Eleven Madison Park,Restaurant & Chef,Best New Restaurant,,"New York, New York",Nominee,1999,,,,,,
53049,Picasso,Restaurant & Chef,Best New Restaurant,,"Las Vegas, Nevada",Nominee,1999,,,,,,
53047,Bistro Jeanty,Restaurant & Chef,Best New Restaurant,,"Yountville, California",Nominee,1999,,,,,,
43436,Babbo,Restaurant & Chef,Best New Restaurant,,"New York, New York",Winner,1999,,,,,,
47981,Babbo,Restaurant & Chef,Best New Restaurant,,"New York, New York",Winner,1999,,,,,,
53046,Babbo,Restaurant & Chef,Best New Restaurant,,"New York, New York",Winner,1999,,,,,,
42737,Mary Risley,Restaurant & Chef,Humanitarian of the Year,,,Winner,1999,,,,,,
43309,Ferdinand Metz,Restaurant & Chef,Lifetime Achievement,,"Beacon, New York",Winner,1999,,,,,,
42579,Patrick O'Connell,Restaurant & Chef,Outstanding Chef,The Inn at Little Washington,"Washington, Virginia",Nominee,1999,,,,,,
45750,Alfred Portale,Restaurant & Chef,Outstanding Chef,Gotham Bar & Grill,"New York, New York",Nominee,1999,,,,,,
42966,Nobu Matsuhisa,Restaurant & Chef,Outstanding Chef,"Nobu, NY/Matsuhisa, LA","New York, New York",Nominee,1999,,,,,,
45751,Eric Ripert,Restaurant & Chef,Outstanding Chef,Le Bernardin,"New York, New York",Nominee,1999,,,,,,
43660,Charlie Trotter,Restaurant & Chef,Outstanding Chef,Charlie Trotter's,"Chicago, Illinois",Winner,1999,,,,,,
47049,Claudia Fleming,Restaurant & Chef,Outstanding Pastry Chef,Gramercy Tavern,"New York, New York",Nominee,1999,,,,,,
47048,Sherry Yard,Restaurant & Chef,Outstanding Pastry Chef,Spago Beverly Hills,"Beverly Hills, California",Nominee,1999,,,,,,
47985,Ann Amernick,Restaurant & Chef,Outstanding Pastry Chef,Red Sage,"Washington, District of Columbia",Nominee,1999,,,,,,
42551,Ben Barker,Restaurant & Chef,Outstanding Pastry Chef,Magnolia Grill,"Durham, North Carolina",Nominee,1999,,,,,,
43656,Marcel Desaulniers,Restaurant & Chef,Outstanding Pastry Chef,The Trellis,"Williamsburg, Virginia",Winner,1999,,,,,,
42525,Zuni Cafe,Restaurant & Chef,Outstanding Restaurant,,"San Francisco, California",Nominee,1999,,,,,,
42897,Montrachet,Restaurant & Chef,Outstanding Restaurant,,"New York, New York",Nominee,1999,,,,,,
46603,Al Forno,Restaurant & Chef,Outstanding Restaurant,,"Providence, Rhode Island",Nominee,1999,,,,,,
47060,Al Forno,Restaurant & Chef,Outstanding Restaurant,,"Providence, Rhode Island",Nominee,1999,,,,,,
53044,Masa's,Restaurant & Chef,Outstanding Restaurant,,"San Francisco, California",Nominee,1999,,,,,,
53043,Zuni Cafe,Restaurant & Chef,Outstanding Restaurant,,"San Francisco, California",Nominee,1999,,,,,,
53042,Montrachet,Restaurant & Chef,Outstanding Restaurant,,"New York, New York",Nominee,1999,,,,,,
53040,Al Forno,Restaurant & Chef,Outstanding Restaurant,,"Providence, Rhode Island",Nominee,1999,,,,,,
47980,Masa's,Restaurant & Chef,Outstanding Restaurant,,"San Francisco, California",Nominee,1999,,,,,,
44168,The Four Seasons,Restaurant & Chef,Outstanding Restaurant,,"New York, New York",Winner,1999,,,,,,
44777,The Four Seasons,Restaurant & Chef,Outstanding Restaurant,,"New York, New York",Winner,1999,,,,,,
53041,The Four Seasons,Restaurant & Chef,Outstanding Restaurant,,"New York, New York",Winner,1999,,,,,,
50310,PNB Design,Restaurant & Chef,Outstanding Restaurant Design,Ideya Restaurant,"New York, New York",Nominee,1999,,,,,,
50311,PNB Design,Restaurant & Chef,Outstanding Restaurant Design,Ideya Restaurant,"New York, New York",Nominee,1999,,,,,,
50312,"CPS Design, Inc.",Restaurant & Chef,Outstanding Restaurant Design,La Fourchette,"New York, New York",Nominee,1999,,,,,,
50313,"CPS Design, Inc.",Restaurant & Chef,Outstanding Restaurant Design,La Fourchette,"New York, New York",Nominee,1999,,,,,,
44918,Mark Cavagnero Assoc.,Restaurant & Chef,Outstanding Restaurant Design,MC Squared,"San Francisco, California",Winner,1999,,,,,,
44793,Mark Cavagnero Assoc.,Restaurant & Chef,Outstanding Restaurant Design,MC Squared,"San Francisco, California",Winner,1999,,,,,,
45165,Mark Cavagnero Assoc.,Restaurant & Chef,Outstanding Restaurant Design,MC Squared,"San Francisco, California",Winner,1999,,,,,,
46683,"Louise Fili, LTD.",Restaurant & Chef,Outstanding Restaurant Graphics,Bolivar,"New York, New York",Nominee,1999,,,,,,
50314,"Louise Fili, LTD.",Restaurant & Chef,Outstanding Restaurant Graphics,Bolivar,"New York, New York",Nominee,1999,,,,,,
50315,Level,Restaurant & Chef,Outstanding Restaurant Graphics,Bouchon,"Yountville, California",Nominee,1999,,,,,,
50316,Level,Restaurant & Chef,Outstanding Restaurant Graphics,Bouchon,"Yountville, California",Nominee,1999,,,,,,
44638,Propp & Guerin,Restaurant & Chef,Outstanding Restaurant Graphics,MC Squared,"San Francisco, California",Winner,1999,,,,,,
45145,Propp & Guerin,Restaurant & Chef,Outstanding Restaurant Graphics,MC Squared,"San Francisco, California",Winner,1999,,,,,,
47081,Chanterelle,Restaurant & Chef,Outstanding Service,,"New York, New York",Nominee,1999,,,,,,
47079,Patina,Restaurant & Chef,Outstanding Service,,"Los Angeles, California",Nominee,1999,,,,,,
